Id,MaxT,MinT,Dayname,Day,Distric1_Get,Distric2_Get,Distric3_Get,Distric4_Get,Distric5_Get,Total_Well,Daily_use,TotalMass_Distric1,TotalMass_Distric2,TotalMass_Distric3,TotalMass_Distric4,TotalMass_Distric5,Entrance_Distric1,Entrance_Distric2,Entrance_Distric3,Entrance_Distric4,Entrance_Distric5,Rainy_Distric1,Rainy_Distric2,Rainy_Distric3,Rainy_Distric4,Rainy_Distric5,save_tank_6AM,save_tank_24,Pecks
138,35,26,thursday,8/5/21,831856,206166,734080,291782,339639,1020032,3480066,150.578,260.662,49.905,101.9,95.103,6.821,2.581,12.442,6.435,1.76,0,0,0,0.5,0,1442193,1223361,0
139,35,25,friday,8/6/21,833051,206020,724979.7,288002,336593,1035054,3476269,149.804,259.788,50.094,100.57,94.801,7.669,2.634,13.236,6.649,1.467,0,0,0,3,0,1402211,1193530,0
140,36,25,saturday,8/7/21,718758,206112,724180,292296,336640,1133267,3481037,148.902,258.924,50.261,99.314,94.542,6.056,2.692,12.958,7.151,2.062,0,0,0,0,0,1420021,1166037,0
141,38,26,sunday,8/8/21,825383,205820,727280,282981,337253,1107320,3543626,148.007,258.05,50.405,98.056,94.282,6.263,2.596,12.632,7.137,2.065,0,0,0,0,0,1377490,1132888,0
142,38,27,monday,8/9/21,830785,205893,719479.7,295128,343731,1153537,3636063,147.369,257.176,50.573,96.798,94.023,5.71,2.597,12.858,7.486,2.327,0,0,0,0,0,1320312,1075921,0
143,39,27,tuesday,8/10/21,829018,205783,722080,298243,329494,1184560,3632618,146.925,256.312,50.669,95.54,93.764,5.924,2.728,12.249,7.482,2.18,0,0,0,0,0,1276724,1038791,0
144,39,27,wednesday,8/11/21,834564,205583,725980,301309,336819,1188654,3633569,146.45,255.429,50.717,94.214,93.505,5.699,2.518,11.621,6.736,2.12,0,0,0,0,0,1295377,1029864,0
145,39,29,thursday,8/12/21,827065,205753,724880,327793,336254,1206569,3644115,145.911,254.528,50.717,92.888,93.246,4.365,2.302,10.995,6.682,2.042,0,0,0,0,0,1273522,1037519,0
146,38,29,friday,8/13/21,829381,205572,724380,332966,332555,1220396,3611601,145.375,253.627,50.741,91.513,92.986,4.985,2.301,11.047,6.022,2.065,0,0,0,0,0,1346636,1096767,0
147,37,24,saturday,8/14/21,828092,205443,734680,325329,340069,1173275,3590389,144.87,252.69,50.79,90.115,92.727,5.763,2.372,11.734,6.066,2.208,0,0,0,0,0,1369056,1140252,0
148,35,28,sunday,8/15/21,828198,205373,716380,322935,333690,1152198,3576892,144.272,251.735,50.741,88.75,92.468,4.405,2.147,12.21,5.751,2.085,0,0,0,0,0,1381164,1146770,0
149,34,25,monday,8/16/21,825949,205360,711580,301840,326490,1133177,3515009,143.677,250.77,50.886,87.385,92.209,4.398,2.053,12.504,5.736,1.765,0,0,0,0,0,1406936,1168788,0
150,35,26,tuesday,8/17/21,719578,205244,705380,300777,303346,1139819,3465069,143.114,249.805,50.741,86.28,91.993,4.735,2.052,9.112,5.692,2.289,0,0,0,0,0,1331323,1211465,0
151,33,25,wednesday,8/18/21,659813,205258,723180,301037,296791,1181625,3348905,142.552,248.841,50.333,85.369,91.777,4.677,2.047,6.201,5.191,1.968,0,0,0,0.1,0,1435668,1211698,0
152,35,24,thursday,8/19/21,828211,205349,632183,302252,295068,1035126,3239054,141.962,247.876,49.976,84.431,91.561,4.366,2.035,5.815,4.908,2.071,0,0,0,5.5,0,1423000,1297724,0
153,36,24,friday,8/20/21,825929,205365,578680,298282,295482,944254,3392969,141.372,246.903,49.668,83.494,91.345,4.497,1.951,5.933,5.041,1.999,0,0,0,0,0,1315241,1081843,0
154,36,27,saturday,8/21/21,825985,204816,667679.6,299566,294587,1198034,3530620,140.816,245.929,49.266,82.556,91.129,4.881,1.935,5.586,4.884,2.12,0,0,0,0,0,1323237,1072823,0
155,35,25,sunday,8/22/21,825922,201510,690680,299000,295582,1189962,3528582,140.23,244.992,48.819,81.619,90.913,4.417,2.317,5.727,5.025,2.156,0,0,0,0.1,0,1334959,1092000,0
156,35,25,monday,8/23/21,929010,201890,687180,300519,292521,1195211,3560690,139.123,244.054,48.401,80.65,90.74,4.036,2.322,5.867,4.832,2.491,0,0,0,1,0,1322967,1080255,0
157,35,26,tuesday,8/24/21,920181,203067,648979.7,294091,290909,1209920,3548526,137.96,243.099,48.029,79.713,90.567,4.066,2.124,6.079,4.721,2.42,0,0,0,2,0,1288873,1034633,0
158,36,25,wednesday,8/25/21,920825,205133,633380,294174,294545,1238549,3515960,136.837,242.152,47.752,78.744,90.394,4.282,2.273,6.525,4.631,2.434,0,0,0,0,0,1287336,1052851,0
159,37,24,thursday,8/26/21,849948,204321,628380,295668,290993,1239965,3546699,135.721,241.206,47.409,77.775,90.222,4.638,2.247,6.204,4.651,2.13,0,0,0,0,0,1177481,959181,0
160,36,25,friday,8/27/21,920801,203609,631280.1,291791,298324,1249905,3582869,134.551,240.278,47.09,76.838,90.006,3.91,2.454,6.319,4.563,2.009,0,0,0,0,0,1150501,913139,0
161,34,24,saturday,8/28/21,929026,203626,626680,294154,290425,1235151,3566010,133.387,239.331,46.77,75.9,89.79,3.659,2.244,6.225,4.637,2.028,0,0,0,0,0,1131148,872944,0
162,33,24,sunday,8/29/21,928658,203626,627080,287162,292926,1220895,3499560,132.259,238.358,46.522,74.931,89.574,4.499,2.404,6.072,4.215,2.001,0,0,0,0,0,1133905,880277,0
163,34,24,monday,8/30/21,929910,202079,630179.7,295557,292521,1250263,3525189,131.082,237.384,46.208,73.994,89.358,3.842,2.401,5.729,4.296,1.94,0,0,0,0,0,1161566,901836,0
164,35,23,tuesday,8/31/21,928662,201643,627680,295929,292985,1232128,3521922,129.912,236.41,45.804,73.14,89.142,3.934,2.4,4.486,4.445,2.052,0,0,0,0,0,1180146,906763,0
165,37,25,wednesday,9/1/21,928029,201771,658780,247361,292850,1220378,3502995,128.779,235.391,45.315,72.42,88.926,4.225,2.392,3.735,4.285,2.104,0,0,0,0,0,1145161,903092,0
166,37,24,thursday,9/2/21,890010,201780,689880,200531,287712,1245918,3539025,127.567,234.372,44.653,71.85,88.71,3.548,2.394,2.067,4.203,1.863,0,0,0,0,0,1078813,845639,0
167,38,25,friday,9/3/21,929919,201592,686180,203661,292378,1240350,3518011,126.359,233.362,43.979,71.31,88.494,3.376,2.496,1.735,4.584,1.86,0,0,0,0,0,1071905,832793,0
168,35,22,saturday,9/4/21,929825,201547,685880,193535,291822,1232960,3510812,125.191,232.324,43.309,70.77,88.278,3.959,2.162,1.828,4.209,1.942,0,0,0,0,0,1065474,808327,0
169,35,22,sunday,9/5/21,929382,201525,684279.8,197740,299849,1235396,3520159,124.031,231.287,42.695,70.23,88.018,4.107,2.169,2.405,4.168,1.489,0,0,0,0,0,1040487,784662,0
170,36,28,monday,9/6/21,929601,201462,681280,218180,309312,1226482,3533190,122.823,230.24,42.044,69.72,87.716,3.541,2.115,2.068,4.512,1.128,0,0,0,0,0,1034455,769410,0
171,36,24,tuesday,9/7/21,930911,201469,682280,208887,303539,1237058,3549872,122.067,229.185,41.401,69.21,87.414,3.94,1.925,2.161,4.602,1.267,0,0,0,0,0,1004444,728601,0
172,32,20,wednesday,9/8/21,929018,201617,685980,206652,303696,1240482,3477495,121.4,228.129,40.749,68.7,87.068,3.463,1.915,2.062,4.533,0.67,0,0,0,0,0,1067178,764924,0
173,32,23,thursday,9/9/21,890109,201345,688080,198332,308885,1265671,3403192,120.761,227.074,40.084,68.22,86.722,3.767,1.901,1.956,4.904,0.532,0,0,0,0,0,1170061,895955,0
174,32,21,friday,9/10/21,926181,201193,681980,200005,309465,1252390,3378109,120.127,226.027,39.433,67.74,86.377,3.798,1.994,2.094,4.855,0.498,0,0,0,0,0,1284097,1030077,0
175,33,23,saturday,9/11/21,930609,201212,686480.3,201464,305537,1236990,3419012,119.466,224.972,38.813,67.23,86.031,3.5,1.895,2.341,4.535,0.465,0,0,0,0,0,1357344,1118583,0
176,35,24,sunday,9/12/21,930981,201255,686580,201297,302400,1226089,3450890,118.837,223.916,38.2,66.75,85.686,3.913,1.903,2.331,4.607,0.376,0,0,0,0,0,1402779,1166785,0
177,35,24,monday,9/13/21,930051,201250,654380,204162,309001,1231650,3478899,118.183,222.86,37.581,66.24,85.34,3.608,1.897,2.318,4.268,0.557,0,0,0,0,0,1407888,1167969,0
178,35,26,tuesday,9/14/21,926010,201250,636379.9,204528,304652,1231200,3465650,117.531,221.869,37.008,65.73,84.994,3.674,1.883,2.422,4.21,0.585,0,0,0,0,0,1387044,1153541,0
179,35,23,wednesday,9/15/21,929601,201538,633980,202191,305205,1222530,3431612,116.855,220.895,36.387,65.22,84.649,3.369,1.832,1.916,4.284,0.515,0,0,0,0,0,1397913,1160776,0
180,35,23,thursday,9/16/21,930926,201592,644480,202346,301440,1213860,3438906,116.21,219.912,35.765,64.71,84.303,3.789,1.722,1.964,4.259,0.576,0,0,0,0,0,1410241,1163227,0
181,35,22,friday,9/17/21,931028,201371,633779.6,200910,298837,1223650,3383360,115.539,218.929,35.14,64.2,83.958,3.5,1.73,1.78,4.253,0.501,0,0,0,0,0,1442471,1211447,0
182,33,21,saturday,9/18/21,928515,201421,635080,199702,264717,1188621,3392502,114.872,217.946,34.494,63.69,83.655,3.413,1.726,1.697,4.195,0.605,0,0,0,0,0,1409655,1178284,0
183,33,22,sunday,9/19/21,929112,201413,645180,195244,231048,1187128,3386298,114.233,216.964,34.128,63.03,83.353,3.745,1.739,4.733,4.39,0.267,0,0,0,0,0,1337125,1116807,0
184,33,22,monday,9/20/21,928005,201305,646279.9,196908,232668,1206999,3399906,113.572,215.978,33.813,62.22,83.05,3.443,1.7,5.397,4.242,0.186,0,0,0,0,0,1301037,1051567,0
185,33,22,tuesday,9/21/21,928968,209565,658490.4,198810,245199,1243026,3415296,112.914,214.991,33.522,61.392,82.748,3.827,1.687,5.999,4.248,0.429,0,0,0,0,0,1319080,1043352,0
186,32,22,wednesday,9/22/21,929982,201126,660480,212901,250161,1225458,3415980,112.258,214.005,33.247,60.593,82.446,3.348,1.686,5.809,4.212,0.253,0,0,0,0,0,1336498,1060747,0
187,33,22,thursday,9/23/21,930038,201159,655780,204899,252485,1245002,3374098,111.605,213.011,32.942,59.77,82.143,3.522,1.603,5.448,4.056,0.247,0,0,0,0,0,1378314,1112468,0
188,34,23,friday,9/24/21,927343,201142,659480,205602,254418,1235983,3387185,110.955,212.018,32.623,58.947,81.87,3.55,1.604,5.317,4.056,0.64,0,0,0,0,0,1408425,1136464,0
189,33,22,saturday,9/25/21,924377,206655,658580,192777,252720,1218518,3375130,109.841,211.024,32.305,58.125,81.602,3.821,1.566,5.433,3.844,0.827,0,0,0,0,0,1410385,1141062,0
190,30,21,sunday,9/26/21,918073,212065,662980,193835,254453,1219971,3330107,108.607,210.038,31.976,57.303,81.372,3.289,1.608,5.012,3.845,1.145,0,0,0,0,0,1437421,1196255,0
191,28,16,monday,9/27/21,918847,215205,648480,195187,259112,1175539,3289037,107.435,209.044,31.632,56.488,81.142,3.706,1.563,4.975,3.832,1.115,0,0,0,0,0,1514036,1244555,0
192,30,19,tuesday,9/28/21,923087,217284,625180,199213,256090,1165470,3323065,106.247,208.05,31.399,55.69,80.912,3.536,1.585,5.57,4.02,1.169,0,0,0,0,0,1485879,1227644,0
193,31,18,wednesday,9/29/21,923383,218054,599780,194920,257473,1157351,3265674,105.041,207.057,31.199,54.892,80.682,3.274,1.598,5.958,4.004,1.094,0,0,0,0,0,1443859,1225205,0
194,30,18,thursday,9/30/21,919784,218246,597580,199320,255571,1162456,3326751,103.843,206.582,31.046,54.136,80.452,3.49,1.584,6.18,4.479,1.053,0,0,0,0,0,1431374,1173302,0
195,29,18,friday,10/1/21,919887,218757,600380,198339,254584,1167765,3275195,102.631,206.279,30.846,53.38,80.26,3.452,1.576,6.266,4.464,1.908,0,0,0,0,0,1426875,1179572,0
196,26,16,saturday,10/2/21,743033,218529,596980,194625,259021,1195845,3267386,101.378,205.199,30.648,52.633,80.068,3.375,1.551,6.069,4.496,1.557,0,0,0,0,0,1326789,1132559,0
197,27,18,sunday,10/3/21,873086,215972,594680,196916,259805,1230004,3230698,100.548,204.119,30.467,51.873,79.877,3.098,1.542,6.296,4.354,1.566,0,0,0,0,0,1408667,1184809,0
198,28,18,monday,10/4/21,923068,214901,579680,198020,260415,1194191,3218983,99.867,203.039,30.316,51.132,79.685,3.42,1.57,6.351,4.616,2.033,0,0,0,0,0,1458071,1249918,0
199,28,16,tuesday,10/5/21,953833,214901,503380,197030,255152,1106762,3184264,99.191,202.542,30.226,50.391,79.493,3.6,1.566,6.298,4.614,1.541,0,0,0,0,0,1493661,1263842,0
200,28,15,wednesday,10/6/21,954803,218053,480780,196070,256954,1084638,3133952,98.541,202.24,30.121,49.669,79.302,3.692,1.555,5.86,4.424,1.271,0,0,0,0,0,1510554,1286770,0
201,25,14,thursday,10/7/21,954885,218101,470780,198012,255571,973788.5,3012517,97.871,201.938,30.06,48.947,79.11,3.392,1.567,5.876,4.413,1.953,0,0,0.5,1,0,1475628,1304269,0
202,22,11,friday,10/8/21,955304,218083,471280,191872,254135,1004971,3110743,97.181,201.635,30,48.238,78.918,3.261,1.501,5.902,4.457,1.873,0,0,0,0,0,1475236,1239156,0
203,21,11,saturday,10/9/21,954838,217967,467480,190853,242805,1134584,3130335,96.493,201.333,29.764,47.711,78.765,3.352,1.47,3.763,4.524,2.229,0,0,0,0,0,1502454,1267751,0
204,20,11,sunday,10/10/21,955071,218213,459780,187678,229490,1143531,3165158,95.809,201.03,29.38,47.303,78.612,3.4,1.491,1.877,4.469,1.571,0,0,0,0,0,1471412,1249869,0
205,21,11,monday,10/11/21,954863,218204,434380,184676,233511,1145895,3130101,95.127,200.728,29.03,46.895,78.458,3.301,1.503,1.869,4.448,1.575,0,0,0,0,0,1471466,1229684,0
206,23,12,tuesday,10/12/21,957085,218208,421380,186693,227262,1211198,3118403,94.449,200.426,28.697,46.538,78.305,3.459,1.517,1.85,5.049,1.653,0,0,0,0,0,1492321,1260119,0
207,26,15,wednesday,10/13/21,958383,218208,396980,194693,232597,1200288,3136085,93.751,200.123,28.367,46.181,78.113,3.331,1.538,1.766,5.082,1.085,0,0,0,0,0,1494066,1258008,0
208,29,15,thursday,10/14/21,958873,218183,375843,192304,231692,1203078,3156836,93.057,199.821,28.082,45.858,77.922,3.332,1.533,1.676,5.45,1.105,0,0,0,0,0,1451529,1213357,0
209,27,16,friday,10/15/21,958481,218157,375600,195020,231035,1217189,3154081,92.368,199.518,27.769,45.552,77.768,3.159,1.534,1.575,5.647,1.565,0,0,0,0,0,1409582,1185079,0
210,26,17,saturday,10/16/21,957858,217928,362580,193927,229742,1220661,3149065,91.658,199.216,27.461,45.226,77.615,3.21,1.536,1.552,5.426,1.71,0,0,0,0,0,1388532,1153916,0
211,27,16,sunday,10/17/21,957581,218052,367080,195934,228096,1222877,3138836,90.974,198.914,27.152,44.906,77.462,3.405,1.55,1.575,5.509,1.517,0,0,0,0,0,1373559,1143149,0
212,26,16,monday,10/18/21,958005,218071,346097,196841,231222,1217329,3148258,90.293,198.611,26.862,44.586,77.308,3.14,1.524,1.584,5.53,1.633,0,0,0,0,0,1341074,1096030,0
213,26,15,tuesday,10/19/21,948854,218067,325380,180139,232490,1227848,3103373,89.594,198.309,26.6,44.282,77.155,3.377,1.525,1.57,5.67,1.747,0,0,0,0,0,1299037,1060945,0
214,23,14,wednesday,10/20/21,957133,219265,323080,188665,230819,1256993,3099665,88.901,198.006,26.326,44.01,77.002,3.173,1.497,1.531,5.645,1.631,0,0,0,0,0,1319592,1072098,0
215,20,11,thursday,10/21/21,954728,220653,323680,187328,230503,1231229,3080903,88.212,197.704,26.055,43.722,76.887,3.325,1.49,1.494,5.47,1.977,0,0,0,10.5,0,1309365,1070010,0
216,19,11,friday,10/22/21,954873,220481,325280,200620,232325,1218492,3057958,87.506,197.402,25.785,43.434,76.772,3.127,1.468,1.509,5.366,2.022,0,0,0.3,0,0,1361807,1093911,0
217,20,10,saturday,10/23/21,956865,220436,320380,197362,229917,1229012,3022058,86.782,197.099,25.532,43.146,76.657,3.17,1.468,1.751,5.455,1.978,0,0,0,0,0,1398758,1160764,0
218,21,12,sunday,10/24/21,957058,220351,304680,200132,230774,1218258,3023535,86.083,196.797,25.346,42.858,76.542,3.164,1.468,2.189,5.412,1.709,0,0,0,0,0,1440291,1205059,0
219,22,10,monday,10/25/21,958784,220233,306480,186416,230213,1203968,3059158,85.392,196.494,25.121,42.57,76.427,3.316,1.469,1.599,5.429,1.964,0,0,0,0,0,1432053,1191754,0
220,20,10,tuesday,10/26/21,957073,220242,304380,189915,229824,1194956,3031103,84.707,196.192,24.873,42.282,76.312,3.094,1.461,1.624,5.428,1.893,0,0,0,0,0,1434091,1191169,0
221,18,10,wednesday,10/27/21,947038,223107,303504,189443,230254,1210357,3039062,84.025,195.897,24.638,41.998,76.197,3.46,1.499,1.441,5.457,1.836,0,0.4,0,0,0,1408446,1194412,0
222,18,11,thursday,10/28/21,954983,225138,291580,198851,226281,1171995,3061713,83.308,195.602,24.417,41.715,76.082,3.09,1.52,1.615,5.48,1.727,0,0,0,0,0,1385119,1137497,0
223,19,10,friday,10/29/21,958865,225143,284921,192021,229456,1229190,3058065,82.614,195.306,24.213,41.431,76.043,3.139,1.53,1.644,5.479,2.568,0,0.4,0,0,0,1375383,1145191,0
224,20,12,saturday,10/30/21,958038,223803,284189,192785,232038,1212800,3032612,82.049,195.184,24.046,41.148,76.043,4.588,3.514,2.037,5.475,3.089,15.8,6.8,9.3,13.2,9,1375455,1163701,0
225,22,14,sunday,10/31/21,949895,223001,276880,197531,231253,1180868,3048759,81.446,195.04,23.919,40.88,76.043,4.302,3.239,2.315,5.623,3.15,0,3,0,0,0,1337206,1116665,0
226,24,14,monday,11/1/21,953018,223080,263250,193489,229413,1226967,3030831,80.844,194.874,23.753,40.612,76.043,4.258,3.015,2.064,5.663,3.116,2.6,0,1.5,2,0,1345357,1112222,0
227,24,14,tuesday,11/2/21,959908,223005,263277,197726,229566,1226303,3064685,80.206,194.694,23.602,40.344,76.043,3.877,2.852,1.95,5.646,3.087,0,0,0,0,0,1340623,1090937,0
228,24,14,wednesday,11/3/21,958095,223103,263245,195578,230876,1221528,3027053,79.549,194.464,23.414,40.061,75.967,3.705,2.251,1.77,5.118,2.355,0,0,0,1,0,1301516,1091498,0
229,21,13,thursday,11/4/21,938981,223987,263258,188857,233378,1210263,3038698,78.936,194.392,23.251,39.777,75.967,4.078,4.035,2.092,5.114,3.25,5.3,7,4.2,6.5,0,1278538,1063549,0
230,13,11,friday,11/5/21,875083,224862,263245,185852,231968,1263147,3018397,78.571,194.608,23.078,39.494,75.967,6.919,7.298,1.802,5.087,3.133,10.9,8.8,8.7,7,10.5,1280096,1013543,0
231,11,7,saturday,11/6/21,903938,230585,263272,183189,232575,1211999,2929452,78.105,194.716,22.909,39.194,75.967,5.779,5.922,1.765,4.895,3.007,6.8,3.4,3.6,1.9,6.5,1256754,1070695,0
232,13,7,sunday,11/7/21,903875,233478,263318,184705,230183,1189781,2985338,77.6,194.644,22.763,38.86,75.967,5.223,3.89,2.069,4.51,3.058,0.4,0,0.5,0.1,2.5,1283291,1025374,0
233,14,6,monday,11/8/21,946391,233927,263280,178173,228010,1215256,2956593,77.036,194.536,22.593,38.53,75.928,4.458,3.482,1.839,4.587,2.663,0,0,0,0,0,1284011,1069967,0
234,15,6,tuesday,11/9/21,944383,234093,270880,181375,230688,1215584,3010218,76.437,194.399,22.417,38.2,75.89,4.166,3.16,1.806,4.58,2.559,0,0,0,0,0,1333758,1073292,0
235,15,6,wednesday,11/10/21,948038,229216,273580,181402,229165,1219128,2992425,75.859,194.226,22.428,37.675,75.852,3.984,2.75,4.014,4.304,2.582,0,0,0,0,0,1347788,1108054,0
236,15,7,thursday,11/11/21,940083,234207,270280,183005,226540,1200399,3019005,75.305,194.046,22.618,37.03,75.813,3.599,2.648,5.965,4.44,2.616,0,0.6,0,0,0,1331409,1091508,0
237,12,9,friday,11/12/21,939965,234533,276580,189653,227405,1177834,3003390,74.694,194.032,22.824,36.37,75.813,4.77,4.513,6.23,4.213,3.017,7.2,23.4,3,11,1.5,1302434,1080831,0
238,14,5,saturday,11/13/21,939038,234602,272180.2,191456,226368,1213683,3009945,74.126,193.91,23.066,35.717,75.813,4.54,3.269,6.554,4.288,3.036,0.1,0,4.7,4.5,1,1345468,1098129,0
239,15,6,sunday,11/14/21,938053,234688,269320,185419,230446,1256006,3005123,73.561,193.773,23.276,35.008,75.775,4.39,3.121,6.402,4.123,2.646,0,0,0,0,0,1389994,1146042,0
240,15,6,monday,11/15/21,938183,234898,275520,178419,230710,1239125,3026154,72.998,193.701,23.477,34.359,75.737,4.407,3.867,6.092,4.179,2.536,0,0,0,0,0,1432429,1164314,0
241,14,8,tuesday,11/16/21,938031,235140,269820,188419,227545,1219244,3006053,72.438,193.586,23.678,33.711,75.698,4.285,3.348,6.181,4.091,2.562,0,0,0,0.1,0,1402326,1186188,0
242,7,2,wednesday,11/17/21,933843,235552,264680,179419,230309,1240399,2990986,71.805,193.463,23.867,33.063,75.66,3.933,3.247,6.138,4.206,2.604,0,0,0,0.2,0,1459340,1218816,0
243,10,2,thursday,11/18/21,938931,235677,266580,177419,231433,1189403,3008132,71.213,193.326,24.072,32.454,75.622,3.729,3.092,6.154,4.571,2.519,0,0,0,0,0,1405398,1193485,0
244,10,2,friday,11/19/21,939536,235920,265320,179419,226238,1185113,3028569,70.493,193.182,24.213,31.816,75.583,3.295,3.017,5.381,4.308,2.497,0,0,0,0,0,1371699,1139055,0
245,12,4,saturday,11/20/21,941103,235787,263320,179420,228960,1234972,3001901,69.833,193.046,24.353,31.178,75.545,3.546,3.09,5.427,4.28,2.422,0,0,0,0,0,1400192,1167150,0
246,10,6,sunday,11/21/21,939811,235560,266020,179419,230180,1219962,2948983,69.179,192.902,24.495,30.526,75.545,3.531,3.023,5.367,4.046,2.95,0,0,0,0,0,1472393,1236214,0
247,14,7,monday,11/22/21,939906,237302,305120,180825,228106,1106652,2980122,68.569,192.801,24.677,29.886,75.545,3.786,3.6,6.149,4.08,3.081,2.8,6.8,3.5,3.5,0.4,1415140,1200713,0
248,15,6,tuesday,11/23/21,936801,241675,341520,186256,229378,1106625,3028299,67.979,192.671,24.756,29.242,75.507,3.967,3.177,6.006,4.197,2.541,0,0,0.3,0,0,1391089,1155424,0
249,16,6,wednesday,11/24/21,935902,242207,280564,196256,229994,1191549,2984678,67.32,192.549,24.912,28.612,75.468,3.371,3.267,5.551,4.074,2.592,0,0,0,0,0,1380041,1186307,0
250,15,7,thursday,11/25/21,938058,242367,280541,191256,226368,1173032,3009044,66.703,192.441,25.055,27.954,75.43,3.637,3.48,5.689,3.764,2.516,0,0,0,0,0,1369338,1170807,0
251,16,7,friday,11/26/21,851156,242424,278920,194256,233195,1219920,3082520,66.053,192.059,25.227,27.282,75.392,3.475,3.258,5.777,3.644,2.646,0,0,0,0,0,1336533,1073747,0
252,17,9,saturday,11/27/21,926256,242546,274420,203256,228780,1256296,3002610,65.408,191.67,25.386,26.634,75.353,3.559,3.175,5.733,3.92,2.525,0,0.4,0,0,0,1402876,1146729,0
253,16,7,sunday,11/28/21,937073,242557,268220,194256,228413,1215638,3018328,64.77,191.282,25.333,26.178,75.315,3.596,3.175,3.041,3.832,2.554,0,0,0,0,0,1402436,1162221,0
254,17,7,monday,11/29/21,936009,242482,268820,195256,231461,1205193,3018594,64.118,190.727,25.121,25.842,75.277,3.528,3.268,1.543,3.917,2.655,0,0,0,0,0,1403439,1172708,0
255,18,8,tuesday,11/30/21,936051,225039,267820,195256,230557,1203629,3051262,63.471,190.173,24.938,25.506,75.238,3.254,3.268,1.675,3.899,2.673,0,0,0,0,0,1380012,1139484,0
256,17,10,wednesday,12/1/21,935109,242668,259580,195256,228863,1200351,3015922,62.81,189.604,24.756,25.17,75.2,3.373,3.112,1.727,3.928,2.701,0,0,0,0,0,1366011,1138727,0
